time,equity,cash
2026-02-22T01:59:59+08:00,9824.1486,86.8213
2026-02-22T02:59:59+08:00,9848.5579,86.8213
2026-02-22T03:59:59+08:00,9841.8417,86.8213
2026-02-22T04:59:59+08:00,9796.9107,86.8213
2026-02-22T05:59:59+08:00,9818.9954,86.8213
2026-02-22T06:59:59+08:00,9762.2989,86.8213
2026-02-22T07:59:59+08:00,9767.3297,86.8213
2026-02-22T08:59:59+08:00,9759.9259,86.8213
2026-02-22T09:59:59+08:00,9786.2541,86.8213
2026-02-22T10:59:59+08:00,9753.5797,86.8213
2026-02-22T11:59:59+08:00,9772.7462,86.8213
2026-02-22T12:59:59+08:00,9764.4982,86.8213
2026-02-22T13:59:59+08:00,9749.1366,9749.1366
2026-02-22T14:59:59+08:00,9749.1366,9749.1366
2026-02-22T15:59:59+08:00,9749.1366,9749.1366
2026-02-22T16:59:59+08:00,9749.1366,9749.1366
2026-02-22T17:59:59+08:00,9749.1366,9749.1366
2026-02-22T18:59:59+08:00,9749.1366,9749.1366
2026-02-22T19:59:59+08:00,9749.1366,9749.1366
2026-02-22T20:59:59+08:00,9749.1366,9749.1366
2026-02-22T21:59:59+08:00,9749.1366,9749.1366
2026-02-22T22:59:59+08:00,9749.1366,9749.1366
2026-02-22T23:59:59+08:00,9749.1366,9749.1366
2026-02-23T00:59:59+08:00,9749.1366,9749.1366
2026-02-23T01:59:59+08:00,9749.1366,9749.1366
2026-02-23T02:59:59+08:00,9749.1366,9749.1366
2026-02-23T03:59:59+08:00,9749.1366,9749.1366
2026-02-23T04:59:59+08:00,9749.1366,9749.1366
2026-02-23T05:59:59+08:00,9749.1366,9749.1366
2026-02-23T06:59:59+08:00,9749.1366,9749.1366
2026-02-23T07:59:59+08:00,9749.1366,9749.1366
2026-02-23T08:59:59+08:00,9749.1366,9749.1366
2026-02-23T09:59:59+08:00,9749.1366,9749.1366
2026-02-23T10:59:59+08:00,9749.1366,9749.1366
2026-02-23T11:59:59+08:00,9749.1366,9749.1366
2026-02-23T12:59:59+08:00,9749.1366,9749.1366
2026-02-23T13:59:59+08:00,9749.1366,9749.1366
2026-02-23T14:59:59+08:00,9749.1366,9749.1366
2026-02-23T15:59:59+08:00,9749.1366,9749.1366
2026-02-23T16:59:59+08:00,9749.1366,9749.1366
2026-02-23T17:59:59+08:00,9749.1366,9749.1366
2026-02-23T18:59:59+08:00,9749.1366,9749.1366
2026-02-23T19:59:59+08:00,9749.1366,9749.1366
2026-02-23T20:59:59+08:00,9749.1366,9749.1366
2026-02-23T21:59:59+08:00,9749.1366,9749.1366
2026-02-23T22:59:59+08:00,9749.1366,9749.1366
2026-02-23T23:59:59+08:00,9749.1366,9749.1366
2026-02-24T00:59:59+08:00,9749.1366,9749.1366
2026-02-24T01:59:59+08:00,9749.1366,9749.1366
2026-02-24T02:59:59+08:00,9749.1366,9749.1366
2026-02-24T03:59:59+08:00,9749.1366,9749.1366
2026-02-24T04:59:59+08:00,9749.1366,9749.1366
2026-02-24T05:59:59+08:00,9749.1366,9749.1366
2026-02-24T06:59:59+08:00,9749.1366,9749.1366
2026-02-24T07:59:59+08:00,9749.1366,9749.1366
2026-02-24T08:59:59+08:00,9749.1366,9749.1366
2026-02-24T09:59:59+08:00,9749.1366,9749.1366
2026-02-24T10:59:59+08:00,9749.1366,9749.1366
2026-02-24T11:59:59+08:00,9749.1366,9749.1366
2026-02-24T12:59:59+08:00,9749.1366,9749.1366
2026-02-24T13:59:59+08:00,9749.1366,9749.1366
2026-02-24T14:59:59+08:00,9749.1366,9749.1366
2026-02-24T15:59:59+08:00,9749.1366,9749.1366
2026-02-24T16:59:59+08:00,9749.1366,9749.1366
2026-02-24T17:59:59+08:00,9749.1366,9749.1366
